Text,True_Label
kartu nikah kementrian agama ri foto istri,1
akun facebook wakil wali kota semarang heveanita gunaryanti,1
jokowi bahas penguatan kerja pangan bertemu pm india narendra modi,0
anggota dpr bareskrim tebang pilih usut gagal ginjal akut,0
aturan instagram,1
demokrat anies baswedan ahy simbol perubahan,0
media jepang fair ketimbang media nasional,1
astagfirullah perlakuan wanita berhijab india,1
dr ir sri nurdiati m sc orang nggak sadar antibodi stoknya,1
puan pastikan dpr evaluasi penyelenggaraan haji,0
menyusuri jejak sejarah pdip era orde,0
sidang dugaan pelanggaran administrasi pemilu saksi salinan dokumen pleno kpu sulsel,0
video india varian menyebabkan happy hypoxia,1
survei smrc suara pdip demokrat dibanding partai turun,0
cisumdawu jalan tol terkeren indonesia,1
bertemu tokoh ppp yogya sandiaga uno singgung brand politik,0
foto kim jong un meninggal dunia trending twitter,1
puan maharani pertemuannya airlangga menyamakan persepsi,0
membayar nasi bungkus mengaku laskar fpi babak belur dihajar pengunjung warteg,1
survei ipo minyak goreng penyebab kepuasan kinerja jokowi anjlok,0
pesan khusus peti mati kardus ketua kpu,1
pan jaring pasang capres cawapres dibawa rakernas,0
dukung anies baswedan capres deklarator datangi majelis taklim,0
jokowi berjalan tali rio de janeiro,1
korban kecanduan game online gila,1
sk trimurti menteri tenaga kerja indonesia profilnya,0
foto pembuat ijazah palsu diamankan kesaksiannya bikin jkw terpjok,1
dukungan puan capres bermunculan hasto kebebasan berekspresi,0
dki jakarta anggarkan proyek juta sumur resapan,1
presiden merangkap tim kemenangan pilkada si anak,1
hidup orangtua sulit bayi diserahkan sekelompok tentara,1
foto aung san suu kyi berhadapan pasukan militer,1
pembohongan pemurtadan strategi gereja publik,1
demokrat ajukan terkait gugatan pemilu proporsional tertutup,0
kapolri rayakan hut brimob sederhana doakan pengamanan ktt g bali sukses,0
mendeteksi kehamilan air urine garam,1
anggota dpr harap reshuffle kinerja kepentingan politik,0
pki anggarkan triliun jokowi periode,1
lebaran jokowi ajak cucu keliling gedung agung,0
video kabar terbaru pern thkan puluhan mahasiswa uns ditnkap news jokowi,1
pkb akui keberatan internal koalisi pks,0
johnny g plate menteri kominfo gebrakan gratis telepon,1
koalisi surya paloh,0
dokumen pelunasan hutang dana hibah kesultanan buton perancis,1
menolak pengesahan rkuhp mahasiswa gelar aksi pekan melawan dpr,0
istilah kadrun kalimat golongan pki bernama nyoto,1
surat edaran wali kota pontianak terkait kelayakan penerima donasi,1
perlakuan tka cina rrc menghajar tenaga kerja lokal,1
pray for banglades,1
uu ite menjerat pelaku pengkritik rezim jokowi,1
menag masyarakat iklaskan dana haji dipakai pemerintah ikn,1
rapid test device berlabel positif negatif dimuat virus,1
ditinggalkan jemaatnya gereja terbesar rusia dijual dijadikan masjid,1
video bandung masyarakat bandung bersorak dpr goblok,1
judul artikel berita liputan mui mengeluarkan fatwa haram free fire raya idul fitri,1
tangkapan layar artikel tersingkir jabatannya waketum partai gerindra fadli zon angkat kaki indonesia,1
sidak masker wilayah kabupaten jepara desember,1
gambar postingan twitter denny siregar hidupnya berat,1
cawapres anies baswedan gus choi nasdem dipertimbangkan kalangan nu,0
kpk sumbangan wakaf lailatul qadar,1
mendagri ijin cuti walikota sumbar menunaikan ibadah haji rezim setan,1
loyalis tolak pkb koalisi pks dukung gerindra,0
lukas enembe meninggal dunia,1
video jokowi negara uni eropa barat mencoba melemahkan indonesia,1
surat donasi ibadah pemkab gresik,1
cepat cek jantung air es batu,1
alasan muhaimin iskandar usul jabatan gubernur dihapus efisiensi anggaran,0
himbauan disduk kabupaten bandung kabupaten serang ktp,1
ratnaspaet periode,1
wamenkumham alasan buka draf rkuhp publik,0
foto gambar pemandangan anak zaman,1
heru budi hartono penjabat gubernur dki kepala sekretariat presiden,0
jokowi ende kunjungi rumah margaretha kasih uang rp juta,0
ahy surya paloh bertemu demokrat pertemuan kekeluargaan,0
dokumen negara diangkut kontainer bertuliskan huruf cina,1
pasar kodya cirebon ditutup maret,1
rumah terbakar kog disuruh jarah,1
foto awan mengerikan jepang,1
video detik detik farel prayoga juara lomba adzan no arab saudi,1
negara memberlakukan bela negara pasca perang dunia ii,0
jokowi diruqiyah ilmu ghaib menangi pilpres,1
vaksin mrna sebabkan kematian lansia,1
prabowo resmi wakil presiden,1
polemik klaim luhut big data penundaan pemilu,0
akun facebook wakil gubernur lampung chusnunia chalim,1
menkumham revisi uu ikn sesuai aturan mendesak,0
foto peta persebaran covid jakarta berwarna merah hitam,1
ajak berpolitik santun nasdem sumut kampanyekan no cebong no kampret,0
jasad ulama lombok hilang dimakamkan,1
jokowi bilang teknologi g freeport papua asia tenggara,0
perihal mobilitas personel bin upaya pendeskreditan netralitas tni polri bin,1
video malaysia hancur lebur,1
survei smrc pemilih berpendidikan cenderung anies baswedan ganjar,0
dinasti politik keluarga jokowi mencuat dpr disarankan bikin aturan khusus,0
survei indikator kepuasan publik kinerja jokowi capai persen,0
situs pedulilindungiq com dana rp juta vaksin covid,1
informasi lowongan pekerjaan mengatasnamakan bri,1
pks cawapres anies baswedan dipilih rasional objektif,0
pdip senang program jokowi ahok jakarta berjalan era anies baswedan selesai,0
draf rkuhp ganti tiadakan pancasila diancam penjara,0
mahasiswa demo april mahfud md larang aparat bawa peluru tajam,0
klarifikasi fraksi pdip dugaan anggotanya nonton video porno rapat dpr,0
bunga mahameru arya mekar,1
cicilan nasabah positif covid ditangguhkan,1
ustaz arifin ilham berobat malaysia jet pribadi milik prabowo,1
devils tower wyoming amerika serikat pohon purba,1
surat pengangkatan tenaga honorer asn tes kemendikbud,1
budiman sudjatmiko jokowi setuju jabatan kepala desa,0
politikus pdip klaim dijebak video porno pakar tanda mundur dpr,0
kolisi pkb pks dianggap fragmentasi politik,0
foto ahmad taufan damanik ketua komnas ham boneka cendana,1
julio iglesias meninggal covid,1
yusril ihza mahendra setuju proporsional tertutup pemilu rekam jejaknya pilpres,0
pakar berharap pertemuan jokowi megawati gimik politik,0
cak imin golongan orang menderita pemimpin insya allah pikirkan rakyat,0
umumkan menjabat jabatan luhut binsar pandjaitan,0
menjelang pilpres ahy yakinkan poros perubahan,0
kemendagri polri sinergi terapkan teknologi pengenalan wajah ktt g,0
pidato bersayap jokowi bicara wacana jabatan periode,0
psi daftar peserta pemilu rabu pon wasekjen favorit jokowi,0
pola cepat nasdem tentukan capres jokowi anies baswedan,0
formappi nilai dpr profesional pengusiran dirut krakatau steel,0
pan koalisi indonesia bersatu gelar karpet merah partai gabung,0
informasi rekrutmen fresh graduate telkom indonesia,1
buku berjudul understanding omicron variant dr theresa bishop terbit varian omicron ditemukan dunia,1
kontroversi apdesi dukung jokowi periode luhut ketua dewan pembina jabatan kades,0
ppp desak suharso monoarfa mundur menteri perencanaan pembangunan nasional,0
ahy kader demokrat kerja keras menghadapi pemilu,0
gambar asli bacteriophage mikroskop,1
pendukung jokowi periode cap teroris konstitusi,0
scenario busuk jalan,1
dpd pan paser kaltim usulkan nama capres zulhas anies baswedan,0
hewan mati bergelimpangan efek radiasi g,1
judi casino halal arab saudi,1
video yel yel prajurit raider hasil suntingan,1
membakar al quran jari tangan pria menghitam membusuk mengeluarkan bau menjijikan,1
gibran dinilai muda maju pilkada dki fx rudy,0
orang karangturi balak cawas tertular virus corona,1
foto akting plandemi kantong mayat palsu india,1
kilas peristiwa mei lengsernya soeharto reformasi,0
survei smrc prabowo kalah ganjar pranowo gerindra turun,0
link pengecekan penerima bansos nik e ktp,1
anaconda raksasa memakan wanita berusia,1
untung ahok bubarkan pertamina,1
pdip senggol kinerja menteri nasdem irma chaniago singgung korupsi bansos,0
calon pns siapkan uang rp,1
divaksin tubuh daya magnetis dikoneksikan bluetooth,1
akun whatsapp wakil bupati solok jon pandu,1
yaqut berpura pura mualaf mentri nu,1
portal berita daily mirror menyebarluaskan informasi penggunaan mainan seks meningkatkan resiko serangan jantung wanita,1
video tanggul kali pemali brebes jebol februari,1
duo sipit… yg dewan penasehat densus… yg satunya dewan penasehat mabes polri,1
bom bunuh medan meledak pelakunya orang,1
kkn jokowi ugm,1
anies nyapres relawan optimistis partai merapat,0
akun whatsapp ketua tp pkk kota malang widayati sutiaji,1
indonesia suarakan isu palestina sidang ipu,0
kpu memangkas anggaran pemilu,0
warga israel gugat anies baswedan akibat banjir,1
tukang kungfu diajak mk cukong,1
partai demokrat persilakan kadernya turun jalan aksi tolak kenaikan bbm,0
ledakan nashville disebabkan serangan misil,1
pemberian vaksin covid badan litbangkes,1
sajak bertemu airlangga puan indonesia menguning memerah,0
malem amerika serikat sholat magrib berjamaah mesjid tumpah ruah jalan raya,1
judul artikel detiknews xi jinping china membiayai kebutuhan pembangunan kiblat umat islam nusantara,1
tulisan lafadz allah tisu toilet,1
surat ajakan debat terbuka diadakan pengurus cabang muhammadiyah jember,1
perintah harian panglima tni yudo margono salah satunya stop arogansi prajurit tni,0
rkuhp menghina presiden terancam penjara presiden lapor,0
ditinggal kader politikus psi bilang antre masuk,0
sms dukungan jokowi pilpres,1
daftar waketum pssi menpora tegaskan bentuk intervensi pemerintah,0
smrc prediksi persaingan pilpres ketat,0
minggu kedepan padang hati hati waspada gempa sr,1
dipakai infrastruktur calon kota,1
video jembatan macau – hongkong bergoyang,1
nasdem diprediksi mengumumkan capres rakernas pekan,0
partai nasdem siapkan panggung sosialisasi anies baswedan,0
jokowi tolak tanggapi nasdem usung anies capres,0
video nasehat alm erma yunita simamora yg meninggal pd tanggal rs ar bunda lbk linggau,1
jaga jarak mutusin matarantai eh konser rame doi,1
ntt gelar prosesi penyerahan tanah air ikn nusantara,0
psi tsamara amany merendahkan efektivitas partai,0
foto rasul nya cebong,1
foto kebaktian jemaat gereja aceh singkil gedung gereja yg dirobohkan,1
survei indikator tingkat kepuasan publik kinerja jokowi persen,0
jokowi pidato menit tertawaan orang jepang,1
megawati demo memasak minyak goreng siang,0
mahfud md alasan soeharto keppres serangan maret,0
pembahasan ulang rkuhp dibatasi isu,0
george floyd meninggal overdosis,1
jokowi sembrono pilih capres surya paloh nasihat golkar,0
bicara zelensky jokowi moskow temui putin,0
kaitan penangkapan ferdy sambo artikel berjudul pengakuan bandar narkoba setor rpm bnn rpm pejabat polisi ditangkap,1
mahfud md pembahasan penundaan pemilu pemerintahan,0
kericuhan dogiyai papua polisi duga tertembaknya pria,0
hasto pdip bilang orang presiden paham kehendak jokowi,0
panik terinfeksi covid varian omicron sembuh mengonsumsi paracetamol mg vitamin c mg vitamin d iu,1
penjelasan adian napitupulu batal hadir rakernas projo ganjar,0
peneliti brin nilai serangan fahri hamzah mpr pamor partai gelora,0
alasan asosiasi pemerintah desa dukung jokowi periode,0
lab mengkaji pro kontra jokowi periode,0
pesan berantai kantor pusat pt kawan ditutup salah direksi meninggal orang karyawan terpapar covid,1
faisal basri cs berencana gugat uu ikn mk,0
makan bawang mentah garam ubah positif covid negatif menit,1
vaksin covid menyebabkan peningkatan kanker,1
aturan uu ikn pilkada dprd,0
partai ummat besutan amien rais jalankan strategi dimensi pemilu,0
presiden jokowi resmi copot menag,1
tabiat aslinya presiden indonesia rakyat yg bersebrangan anggap musuh pribadi,1
video jokowi berminat presiden periode,1
banser gereja membawa pulang nasi tumpeng,1
narasi tka video demo pt imip morowali,1
cacar monyet efek vaksin,1
besok hut pdip megawati pidato politik jokowi sambutan,0
anies baswedan puji ahmad heryawan pasangan capres,0
teriakan jokowi periode menggema acara nusantara bersatu tanggapan presiden,0
senjata biologis video bukti tentara as sebar corona bus wuhan,1
anies baswedan relawan siapkan stamina jalan,0
jalan layang tol cikampek bergelombang gara gara uji coba esemka ribuan unit,1
prabowo gandeng muhaimin pakar politik anggap strategi gerindra ambil juta pemilih pkb,0
kenaikan limfosit vaksin sebabkan kematian,1
tautan pendaftaran bantuan presiden produktif usaha mikro bpum tahap ii,1
alasan pkb ajak gatot nurmantyo kader,0
buka pintu wisatawan cina jokowi imunitas angka,0
temui presiden jokowi pemerintah uni emirat arab nyatakan investasi ikn,0
kader gerindra ntb diduga dicatut golkar sipol kpu,0
dita indah sari anak dn aidit pki,1
megawati soekarnoputri singgung pemecatan kader disiplin,0
pernyataan mahathir mohammad pelajar indonesia,1
video membiasakan anak bermain hp berbahaya terinfeksi radiasi hp membutakan,1
informasi pembuatan sim kolektif tes maret,1
video banjir wib prayforsemarang,1
grup telegram badan koordinasi penanaman modal,1
gubernur lemhanas rekam jejak andi widjajanto,0
tni au erick thohir bertemu warga madura pembuat pesawat rc garuda,0
deklarasi anies baswedan nasdem lakukan langkah,0
ruu hip disahkan malam,1
laudya cynthia bella pindah agama menikah dimas beck,1
usut polemik minyak goreng panja pangan bahan pokok panggil,0
surat elektronik rekrutmen karyawan pt paragon pratama teknologi,1
ketum nasdem surya paloh pastikan bertemu ketum demokrat ahy besok siang,0
smrc prediksi pilpres digelar putaran alasannya,0
zulhas ajak erick thohir hadiri perayaan hut kabupaten langkat,0
surat panggilan kerja pt angkasa pura i periode september,1
kadrun sandi pki menarget umat islam dibunuh,1
tanggapi isu reshuffle kabinet pan tunggu permintaan jokowi menteri,0
tawaran kuota gratis gb perayaan ulang whatsapp,1
larangan rumah puncak penyebaran virus corona,1
foto ibas yudhoyono membaca buku panduan jualan minyak goreng,1
tempo raih penghargaan anugerah dewan pers,0
lapor jokowi nyapres airlangga semoga mabrur,0
kutipan ucapan stalin pemilu,1
langkah jokowi bahas dob papua mrp dianggap politik pecah belah,0
pendukung fanatik jokowi meninggal berjalan kilometer,1
jerman orang divaksin dilarang membeli mengendarai mobil,1
munarman hrs skandal asmara ade allah membuka mata haus sex kejaliman,1
manokwari ditetapkan kota injil melarang perempuan berjilbab adzan pembangunan mesjid,1
sanksi ganjar pranowo peneliti pdip cek ombak reaksi masyarakat,0
politikus bahlil lahadia gubernur dki jakarta malu,1
sandiaga uno berpasangan prabowo pilpres,0
sosok maruli simanjuntak eks danpaspampres menantu luhut pangkostrad,0
pramuka dajjal,1
video kebiadaban myanmar ummat islam dimaafkan,1
usung kader eksternal nasdem bantah broker pilpres,0
cerita prajurit rpkad temukan sumur lubang buaya jasad jenderal korban gs,0
pesan singkat undian hadiah pt pertamina,1
truk tni angkut warga china bandung,1
golden swalayan klaster covid warga wajib lapor rt berkunjung,1
bertandang solo anies baswedan diskusi seniman pedalangan,0
pemimpin cerminan pemilihnya cina cina,1
ra karror menikahi perempuan,1
moeldoko pastikan istana intervensi pemilu,0
gus yaqut nkri takut papua maaf anggaran pemerintah,1
pesan whatsapp wabup muratara tawarkan lelang kendaraan bermotor,1
kpk geledah anies gelapkan uang formula e,1
melawan diancam proses hukum berjalan,1
pesan tito karnavian penjabat gubernur aceh,0
luhut binsar pandjaitan klaim tesla puas data sodorkan,0
refly harun sarankan pemilu sistem campuran,0
luhut memanipulasi informasi big data tunda pemilu,0
daftar kartu prakerja pt shell indonesia bantuan senilai rp,1
ratu elizabeth ii meninggal dunia,1
menhan prabowo negara pemimpin bijaksana,0
ditolak pesawat terlibat demo capitall hill,1
bonus rp miliar team garuda dikejuaraan aff,1
jasa biaya pembuatan sim online,1
virus covid sengaja dimasukkan kedalam tubuh masyarakat alat rapid test,1
covid buatan manusia senjata biologis carolina utara amerika serikat pasien nol bernama maatje benassi,1
ahli jantung indonesia berbagi sederhana menormalkan tekanan darah,1
